FoldablePackagePolicy,2024090401,,
50194,Y29tLmNkZ2FtZXMuZmlkZ2V0M2Q=,ignoreAppRotation
50195,Y29tLnBsYXRvLmFuZHJvaWQ=,ignoreAppRotation
50196,Y29tLmh1dGNoZ2FtZXMuZm9ybXVsYXJhY2luZw==,ignoreAppRotation
50197,Y29tLnJlc2N1ZS5hZ2VudA==,ignoreAppRotation
50198,Y29tLm9obWdhbWVzLnJpY2h0b3Bvb3I=,ignoreAppRotation
50199,dHIuY29tLmFwcHMuZmFzaGlvbi5iYXR0bGU=,ignoreAppRotation
50200,Y29tLmFwcC50Z3Rn,ignoreAppRotation
50201,Y29tLmRhbmNpbmcuc21hc2guaG9wLmdhbWUudGlsZXMuY2lyY2xlcy5iZWF0LnBhaW5v,ignoreAppRotation
50202,Y29tLmV2ZXJieXRlc3R1ZGlvLmludGVyYWN0aXZlLnRleHQuY2hhdC5zdG9yeS5ycGcuY3lvYS5kdXNrd29vZA==,ignoreAppRotation
50203,Y29tLmhhbmRtYXJrLmV4cHJlc3N3ZWF0aGVy,ignoreAppRotation
50204,Y29tLmFsaWdodGNyZWF0aXZlLm1vdGlvbg==,ignoreAppRotation
50205,Y29tLmR1bmtpbmJyYW5kcy5vdGdv,ignoreAppRotation
50206,Y29tLnJ5YW5haXIuY2hlYXBmbGlnaHRz,ignoreAppRotation
50207,Y29tLmNhc3NldHRlLmFxdWFwYXJr,ignoreAppRotation
50208,Y2MubGlvbnN0dWRpb3MubWVyZ2VsaWZl,ignoreAppRotation
50209,Y29tLnN0ZWFsdGhnYW1lLm1hc3Rlcg==,ignoreAppRotation
50210,Y29tLnRoZWNhcm91c2VsbC5DYXJvdXNlbGw=,ignoreAppRotation
50211,Y29tLm5ldG1hcmJsZS5uYW5hZ2I=,ignoreAppRotation
50212,Y29tLnNlZW5heC5IaWRlQW5kU2Vlaw==,ignoreAppRotation
50213,c21hcnQudHYud2lmaS5yZW1vdGUuY29udHJvbC5zYW1jb250cm9s,ignoreAppRotation
50214,Y29tLmNvc3Rjby5hcHAuYW5kcm9pZA==,ignoreAppRotation
50215,Y29tLndhbGxhcG9w,ignoreAppRotation
50216,Y29tLmJvdW5kbGVzcy5qYXdha2Vy,ignoreAppRotation
50217,Y29tLnZvdmEuYW5kcm9pZA==,ignoreAppRotation
50218,Y29tLmxpdHRsZWVuZ2luZS53b3JkcGFs,ignoreAppRotation
50219,Y29tLmVhc3licmFpbi5maW5kLnRoZS5kaWZmZXJlbmNl,ignoreAppRotation
50220,Y29tLnlhaG9vLm1vYmlsZS5jbGllbnQuYW5kcm9pZC55YWhvbw==,ignoreAppRotation
50221,Y29tLmltdnUubW9iaWxlY29yZG92YQ==,ignoreAppRotation
50222,Y29tLnR1bW15Z2FtZXMuc2xpY2VpdA==,ignoreAppRotation
50223,Y29tLmVtYWdyb3Vwcy5jcw==,ignoreAppRotation
50224,Y29tLnBsYXlzdHJvbS5ib2I=,ignoreAppRotation
50225,Y29tLnRyaXZpYS5zdGFyLmFuZHJvaWQ=,ignoreAppRotation
50226,ZGUuc3RvY2FyZC5zdG9jYXJk,ignoreAppRotation
50227,Y29tLmJyYWluZG9tMnJpZGRsZQ==,ignoreAppRotation
50228,Y29tLm1pY3JvYmxpbmsucGhvdG9tYXRo,ignoreAppRotation
50229,Y29tLmJpZ2R1Y2tnYW1lcy5mbG93,ignoreAppRotation
50230,c2l4cGFjay5zaXhwYWNrYWJzLmFic3dvcmtvdXQ=,ignoreAppRotation
50231,Y29tLmdtYS5iYWxsLnNvcnQuY29sb3Iud2F0ZXIucHV6emxl,ignoreAppRotation
50232,Y29tLnRlbmNlbnQud2VzaW5n,ignoreAppRotation
50233,Y29tLnlvdWRhby5oaW5kaWN0,ignoreAppRotation
50234,Y29tLnNlZ2Euc29uaWNkYXNo,ignoreAppRotation
50235,Y29tLnVuaWNvc3R1ZGlvLmJyYWludGVzdA==,ignoreAppRotation
50236,Y29tLmtvbmdyZWdhdGUubW9iaWxlLmFkdmVudHVyZWNhcGl0YWxpc3QuZ29vZ2xl,ignoreAppRotation
50237,Y29tLmR1b3NlY3VyaXR5LmR1b21vYmlsZQ==,ignoreAppRotation
50238,Y29tLmJpdHNtZWRpYS5hbmRyb2lkLm11c2xpbXBybw==,ignoreAppRotation
50239,Y29tLnFpZGlhbi5JbnQucmVhZGVy,ignoreAppRotation
50240,Y29tLmRoZ2F0ZS5idXllcm1vYg==,ignoreAppRotation
50241,ZGUuaGFmYXMuYW5kcm9pZC5kYg==,ignoreAppRotation
50242,Y29tLmtvaGxzLm1jb21tZXJjZS5vcGFs,ignoreAppRotation
50243,Y29tLnJlYWQuZ29vZG5vdmVs,ignoreAppRotation
50244,Y29tLmF6dXJnYW1lcy5zdGFja2JhbGw=,ignoreAppRotation
50245,Y29tLnRoZXRyYWlubGluZQ==,ignoreAppRotation
50246,Y29tLnNkcGdhbWVzLnNjdWxwdHBlb3BsZQ==,ignoreAppRotation
50247,Y29tLmN2cy5sYXVuY2hlcnMuY3Zz,ignoreAppRotation
50248,Y29tLm1hY3lzLmFuZHJvaWQ=,ignoreAppRotation
50249,Y29tLmtheWFjLmJhbGxfcnVu,ignoreAppRotation
50250,Y29tLmZyZWVwbGF5LnJ1bmFuZGZpZ2h0,ignoreAppRotation
50251,Y29tLmFzaWFpbm5vLnVwbGl2ZQ==,ignoreAppRotation
50252,Y29tLm92ZWxpbi5ndWl0YXJ0dW5h,ignoreAppRotation
50253,Y29tLmx1dXRpbmhpdC5pb3NsYXVuY2hlcg==,ignoreAppRotation
50254,aXIucmVtb3RlLnNtZy50dg==,ignoreAppRotation
50255,Y29tLmZlb2Z1bi5lbGVtZW50YWxtYXN0ZXI=,ignoreAppRotation
50256,Y29tLmNyYXp5bGFicy50aWUuZHllLmFydA==,ignoreAppRotation
50257,Y29tLm1lcmt1cnlpbm5vdmF0aW9ucy5nZWVuaQ==,ignoreAppRotation
50258,Y29tLmloZXJi,ignoreAppRotation
50259,dGguaW4ucm9iaW5ob29k,ignoreAppRotation
50260,Y29tLmthZGthLmZvcmtuc2F1c2FnZQ==,ignoreAppRotation
50261,Y29tLnZvZC52b2RjeQ==,ignoreAppRotation
50262,Y29tLmh1eWEubmltbw==,ignoreAppRotation
50263,Y29tLmF5bm92ZWwudml4cw==,ignoreAppRotation
50264,bWVyZ2UudmlsbGE=,ignoreAppRotation
50265,Y29tLm5hZ2FzdHVkaW8uZ2lhbnQubW9uc3Rlci5ydW4=,ignoreAppRotation
50266,Y29tLmRpc25leS5lbW9qaW1hdGNoX2dvbw==,ignoreAppRotation
50267,ZnJlZS52cG4udW5ibG9jay5wcm94eS50dXJib3Zwbg==,ignoreAppRotation
50268,Y29tLmlzY29vbGVudGVydGFpbm1lbnQuc25j,ignoreAppRotation
50269,Y29tLkthdWVSb3NhLkNpdHlUYWtlb3Zlcg==,ignoreAppRotation
50270,Y29tLlNhcmVwdGEuTXlDaGlsZA==,ignoreAppRotation
50271,Y29tLnRhbmdyYW1nYW1lcy5nb3VyZGRvbGwud29yZGNydXNo,ignoreAppRotation
50272,Y29tLmJhc2UuanVtcC5nbGlkaW5n,ignoreAppRotation
50273,Y29tLmZpZGdldHRyYWRpbmcuZ2FtZQ==,ignoreAppRotation
50274,Y29tLnNhZHB1cHB5LmxlbW1pbmdz,ignoreAppRotation
50275,bGlua2Rlc2tzLnBvcC5idWJibGVnYW1lcy5idWJibGVzaG9vdGVy,ignoreAppRotation
50276,Y29tLnNhaXl1bi5hdmdjaGFwdGVycy5lcGlzb2Rlc3Rvcmllcy5yb21hbmNl,ignoreAppRotation
50277,Y29tLnlvZG8xLnJvZGVvLnNhZmFyaQ==,ignoreAppRotation
50278,dm4udnR2LnZ0dmdv,ignoreAppRotation
50279,ZGUuYXV0b2RvYy5nbWJo,ignoreAppRotation
50280,Y29tLmZpcnN0c2NyZWVuLndlYXRoZXI=,ignoreAppRotation
50281,Y29tLm9jdWx1cy50d2lsaWdodA==,ignoreAppRotation
50282,Y29tLmdhbW1hLnNjYW4=,ignoreAppRotation
50283,Y29tLm1lZXNoby5zdXBwbHk=,ignoreAppRotation
50284,Y29tLnVsdGltYXRlZ3VpdGFyLnRhYnM=,ignoreAppRotation
50285,Y29tLmhlbGxvZnJlc2guYW5kcm9pZGFwcA==,ignoreAppRotation
50286,Y29tLmJyYWluZG9t,ignoreAppRotation
50287,Y29tLm11c2NsZS5ydXNo,ignoreAppRotation
50288,Y29tLmdlYXIyLmdyb3dzbGF5ZXI=,ignoreAppRotation
50289,Y29tLnlvcmZzdHVkaW8uc2Vh,ignoreAppRotation
50290,Y29tLmNvZGlnYW1lcy5pZGxlLnByaXNvbi5lbXBpcmUubWFuYWdlci50eWNvb24=,ignoreAppRotation
50291,Y29tLmNhcmRpbmFsYmx1ZS5waWNjb2xsYWdlLmdvb2dsZQ==,ignoreAppRotation
50292,Y29tLkppbmRvQmx1LkFudGlzdHJlc3M=,ignoreAppRotation
50293,Y29tLmJsdWVkLmludGVybmF0aW9uYWw=,ignoreAppRotation
50294,Y29tLm9zLnNwYWNlLmZvcmNlLmdhbGF4eS5hbGllbg==,ignoreAppRotation
50295,Y29tLmdldHNvbWVoZWFkc3BhY2UuYW5kcm9pZA==,ignoreAppRotation
50296,Y29tLnRhcmVrbW9uZ3kuUnVub2ZMaWZl,ignoreAppRotation
50297,Y29tLm1lbG9kaXMubWlkb21pTXVzaWNJZGVudGlmaWVyLmZyZWVtaXVt,ignoreAppRotation
50298,Y24uZGFuYXRlY2gueGluZ3NldXM=,ignoreAppRotation
50299,Y29tLnJ1bnRhc3RpYy5hbmRyb2lk,ignoreAppRotation
50300,Y29tLmJpZ3dpbmVwb3Qubndkbi5pbnRlcm5hdGlvbmFs,ignoreAppRotation
50301,d29ya3MuanViaWxlZS50aW1ldHJlZQ==,ignoreAppRotation
50302,Y29tLnBsYXlzdHJvbS5kb3Ay,ignoreAppRotation
50303,Y29tLmJsdWVmbGFtaW5nby5oZXJvbGFi,ignoreAppRotation
50304,Y29tLkJhbGxHYW1lcy5Xb29kdHVybmluZw==,ignoreAppRotation
50305,Y29tLmM2YmFuay5hcHA=,ignoreAppRotation
50306,Y29tLkJvcm4yUGxheS5TdGFja3lEYXNo,ignoreAppRotation
50307,bXkuZ292Lm9uZWdvdmFwcHN0b3JlLm15c2VqYWh0ZXJh,ignoreAppRotation
50308,Y28uYnJhaW5seQ==,ignoreAppRotation
50309,Y29tLm1hbWJldC50dg==,ignoreAppRotation
50310,Y29tLmxpaHVodS53b29kYmxvY2ttZXJnZXI=,ignoreAppRotation
50311,Y29tLmxiZS5wYXJhbGxlbC5pbnRs,ignoreAppRotation
50312,Y29tLmdqZy5jb2xvcmZpbGwzZA==,ignoreAppRotation
50313,Y29tLnVuaWNvc3R1ZGlvLmJyYWludGVzdDJuZXc=,ignoreAppRotation
50314,Y29tLmdsdS5iYXNlYmFsbDIx,ignoreAppRotation
50315,Y24ueGVuZGVy,ignoreAppRotation
50316,Y28uaGFwcHliaXRzLm1hcmNvcG9sbw==,ignoreAppRotation
50317,Y29tLmNvbG9ib2xvLmNoYWluYmFsbA==,ignoreAppRotation
50318,Y29tLndvbWJvYWkud29tYm8=,ignoreAppRotation
50319,Y29tLmF1ZGlvbWFjaw==,ignoreAppRotation
50320,YXUuZ292LnZpYy5zZXJ2aWNlLmRpZ2l0YWx3YWxsZXQuY2l0aXplbg==,ignoreAppRotation
50321,Y29tLnN1c2hpcm9sbHMuYXBw,ignoreAppRotation
50322,Y29tLmJpdG1hbmdvLmdvLmJ1YmJsZXBvcA==,ignoreAppRotation
50323,Y29tLm5obi5hbmRyb2lkLndlYnRvb24=,ignoreAppRotation
50324,Y29tLnNhbXN1bmdwb3AuYW5kcm9pZC5tcG9w,ignoreAppRotation
50325,Y29tLmtha2FvLnBhZ2U=,ignoreAppRotation
50326,Y29tLmJhbmhhbGEuYW5kcm9pZA==,ignoreAppRotation
50327,Y29tLndlbWFrZXByaWNl,ignoreAppRotation
50328,Y29tLmRicy5rdXJseS5tMg==,ignoreAppRotation
50329,Y29tLndvcmRwdXp6bGUua3I=,ignoreAppRotation
50330,a3IuZ29vZGNob2ljZS5hYm91dGhlcmU=,ignoreAppRotation
50331,a3IuY28uc2Ftc3VuZ2NhcmQubXBvY2tldA==,ignoreAppRotation
50332,Y29tLnN1bmRheXRvei5rYWthby5hbmlwYW5nNA==,ignoreAppRotation
50333,Y29tLm5leG9uLmZvNG0=,ignoreAppRotation
50334,Y29tLmh5dW5kYWljYXJkLmFwcGNhcmQ=,ignoreAppRotation
50335,Y29tLmxvdHRl,ignoreAppRotation
50336,Y29tLm5hdmVyLnZhcHA=,ignoreAppRotation
50337,Y29tLnNvcHQubWFmaWE0Mi5jbGllbnQ=,ignoreAppRotation
50338,a3IuY28uZW1hcnQuZW1hcnRtYWxs,ignoreAppRotation
50339,Y29tLmliay5hbmRyb2lkLmlvbmViYW5r,ignoreAppRotation
50340,bmguc21hcnQuYWxsb25lYmFuaw==,ignoreAppRotation
50341,Y29tLnRpbWVzcHJlYWQuVGltZXRhYmxlMg==,ignoreAppRotation
50342,bmV0LmRhdW0uYW5kcm9pZC53ZWJ0b29u,ignoreAppRotation
50343,Y29tLmhvbWVwbHVzLm15aG9tZXBsdXM=,ignoreAppRotation
50344,a3IuY28uaGFuYW1lbWJlcnMuaG1zY3VzdG9tZXI=,ignoreAppRotation
50345,Y29tLnRlYW1ibGluZC5ibGluZA==,ignoreAppRotation
50346,c2hvdy5ncmlw,ignoreAppRotation
50347,Y29tLndvb3JpY2FyZC5zbWFydGFwcA==,ignoreAppRotation
50348,Z2cub3AubG9sLmFuZHJvaWQ=,ignoreAppRotation
50349,a3IuY28uc2luY2V0aW1lcy5neGhnbmV3,ignoreAppRotation
50350,Y29tLm5obi5hbmRyb2lkLm5hdmVydHY=,ignoreAppRotation
50351,Y29tLmtiY2FyZC5rYXQubGlpdm1hdGU=,ignoreAppRotation
50352,Y29tLmtha2FvZ2FtZXMuZnJpZW5kc0tpbmc=,ignoreAppRotation
50353,Y29tLnhtb2JpbGUud293cmFkaW8=,ignoreAppRotation
50354,a3IuY28ua2JzLmtwbGF5ZXI=,ignoreAppRotation
50355,Y29tLmdvbGZ6b24uYW5kcm9pZA==,ignoreAppRotation
50356,Y29tLnNvY2lhbC5tZWRpYS5wb3AuZw==,ignoreAppRotation
50357,Y29tLm5obi5hbmRyb2lkLmNhbGVuZGFy,ignoreAppRotation
50358,Y29tLnZhdWx0bWljcm8ua2lkc25vdGU=,ignoreAppRotation
50359,Y29tLmppbnNpdC5zYWZlcGFzcw==,ignoreAppRotation
50360,Y29pbm9uZS5jby5rci5vZmZpY2lhbA==,ignoreAppRotation
50361,a3IuY28uc3BvdHZub3cuYXBw,ignoreAppRotation
50362,Y29tLmtha2FvLm11c2lj,ignoreAppRotation
50363,Y29tLmNvd29uLmRyYWdvbnJhamFFWA==,ignoreAppRotation
50364,a3IuY28ua29yZWFzdG9jay5tdHMuYW5kcm9pZA==,ignoreAppRotation
50365,Z292Lmd5ZW9uZ2dpLmdnY2FyZA==,ignoreAppRotation
50366,Y29tLnNxdWFyZXVwLmNhc2g=,ignoreAppRotation
50367,Y29tLnViZXJjYWIuZWF0cw==,ignoreAppRotation
50368,Y29tLnJpbmdhcHA=,ignoreAppRotation
50369,Y29tLnJvYmluaG9vZC5hbmRyb2lk,ignoreAppRotation
50370,Y29tLnRhcmdldC51aQ==,ignoreAppRotation
50371,Y29tLmJ1bWJsZS5hcHA=,ignoreAppRotation
50372,Y29tLm1jZG9uYWxkcy5hcHA=,ignoreAppRotation
50373,Y29tLnBvZi5hbmRyb2lk,ignoreAppRotation
50374,Y29tLnBvc2htYXJrLmFwcA==,ignoreAppRotation
50375,Y29tLmdydWJodWIuYW5kcm9pZA==,ignoreAppRotation
50376,Y29tLnRoZWhvbWVkZXBvdA==,ignoreAppRotation
50377,Y29tLmluc3RhY2FydC5zaG9wcGVy,ignoreAppRotation
50378,Y29tLmRvbWlub3NwaXp6YQ==,ignoreAppRotation
50379,Y29tLmtyb2dlci5tb2JpbGU=,ignoreAppRotation
50380,dHYuZnViby5tb2JpbGU=,ignoreAppRotation
50381,Y29tLmF0dC5teVdpcmVsZXNz,ignoreAppRotation
50382,Y29tLmhvbWUuZW1vdGljb24uZW1vamk=,ignoreAppRotation
50383,Y29tLmNhbGxhcHAuY29udGFjdHM=,ignoreAppRotation
50384,Y29tLnBhcGF5YS5zb2xpdGFpcmVjYXNo,ignoreAppRotation
50385,Y29tLmhvbWUuYmlibGUudmVyc2UucHJheWVy,ignoreAppRotation
50386,Y29tLnNvbmljLnNvbmljZHJpdmVpbg==,ignoreAppRotation
50387,Y29tLnRtb2JpbGUudHVlc2RheXM=,ignoreAppRotation
50388,Y29tLmJsZWFjaGVycmVwb3J0LmFuZHJvaWQudGVhbXN0cmVhbQ==,ignoreAppRotation
50389,Y29tLmVtbjgubW9iaWxlbTgubmF0aXZlYXBwLmJr,ignoreAppRotation
50390,Y29tLnVzYmFuay5tb2JpbGViYW5raW5n,ignoreAppRotation
50391,Y29tLmFtZXJpY2FuZXhwcmVzcy5hbmRyb2lkLmFjY3RzdmNzLnVz,ignoreAppRotation
50392,Y29tLmNoZXd5LmFuZHJvaWQ=,ignoreAppRotation
50393,Y29tLmRpc25leS53ZHcuYW5kcm9pZA==,ignoreAppRotation
50394,Y29tLmNoYW1iZXJsYWluLmFuZHJvaWQubGlmdG1hc3Rlci5teXE=,ignoreAppRotation
50395,Y29tLmJyaWdodGhvdXNlLm15Ymhu,ignoreAppRotation
50396,Y29tLmhpbHRvbi5hbmRyb2lkLmhob25vcnM=,ignoreAppRotation
50397,Y29tLm1hdGNoLmFuZHJvaWQubWF0Y2htb2JpbGU=,ignoreAppRotation
50398,Y29tLndlYXRoZXJwb3J0LmFuZHJvaWQ=,ignoreAppRotation
50399,Y29tLmdydWJodWIuZHJpdmVy,ignoreAppRotation
50400,Y29tLmFmZmluaXR5YXBwcy5ibGs=,ignoreAppRotation
50401,Y29tLnN1YndheS5tb2JpbGUuc3Vid2F5YXBwMDM=,ignoreAppRotation
50402,Y29tLmR4bS5ub3B1enpsZQ==,ignoreAppRotation
50403,Y29tLnRtb2JpbGUucHIubXl0bW9iaWxl,ignoreAppRotation
50404,Y29tLnRvdWNodHVuZXMuYW5kcm9pZA==,ignoreAppRotation
50405,Y29tLnNjb3BlbHkud2hlZWxvZmZvcnR1bmU=,ignoreAppRotation
50406,Y29tLm1pbnQ=,ignoreAppRotation
50407,Y29tLmhvcHBlci5tb3VudGFpbnZpZXcucGxheQ==,ignoreAppRotation
50408,Y29tLnBsYW5ldGZpdG5lc3M=,ignoreAppRotation
50409,c3Awbi5jaXRpemVu,ignoreAppRotation
50410,Y29tLnBuYy5lY29tbWVyY2UubW9iaWxl,ignoreAppRotation
50411,Y29tLnN0YXNoLnN0YXNoaW52ZXN0,ignoreAppRotation
50412,c2gud2hpc3Blcg==,ignoreAppRotation
50413,Y29tLnBhcGFqb2hucy5hbmRyb2lk,ignoreAppRotation
50414,Y29tLmJidW1nYW1lcy5zcGFkZXNyb3lhbGU=,ignoreAppRotation
50415,Y29tLnJlbGF5cmlkZXMuYW5kcm9pZC5yZWxheXJpZGVz,ignoreAppRotation
50416,Y29tLndlaWdodHdhdGNoZXJzLm1vYmlsZQ==,ignoreAppRotation
50417,Y29tLnBzYWZlLm1zdWl0ZQ==,ignoreAppRotation
50418,Y29tLnBob25ldmFsbGV5LnByb2dyZXNzaXZl,ignoreAppRotation
50419,Y29tLnByaWNlbGluZS5hbmRyb2lkLm5lZ290aWF0b3I=,ignoreAppRotation
50420,Y29tLnF1YWRwYXkucXVhZHBheQ==,ignoreAppRotation
50421,Y29tLmdvb2dsZS5hbmRyb2lkLmFwcHMubmJ1LnBhaXNhLnVzZXI=,ignoreAppRotation
50422,Y29tLnJ1bWJsZS5iYXR0bGVz,ignoreAppRotation
50423,Y29tLmdsb2JhbC5kemdxcS5nb29nbGU=,ignoreAppRotation
50424,Y29tLmFtYw==,ignoreAppRotation
50425,Y29tLnVwc2lkZS5jb25zdW1lci5hbmRyb2lk,ignoreAppRotation
50426,Y29tLmxpdHRsZWNhZXNhcnM=,ignoreAppRotation
50427,Y29tLmNoaXBvdGxlLm9yZGVyaW5n,ignoreAppRotation
50428,Y29tLmZpdG5vdy5sb3NlaXQ=,ignoreAppRotation
50429,Y29tLnlhaG9vLm1vYmlsZS5jbGllbnQuYW5kcm9pZC5mYW50YXN5Zm9vdGJhbGw=,ignoreAppRotation
50430,Y29tLmV4b3RpY21hdGNoLmdhbWU=,ignoreAppRotation
50431,Y29tLmFjb3Jucy5hbmRyb2lk,ignoreAppRotation
50432,Y29tLnBhdHJlb24uYW5kcm9pZA==,ignoreAppRotation
50433,Y29tLmNhcnMuYW5kcm9pZA==,ignoreAppRotation
50434,Y29tLmJpbmFuY2UudXM=,ignoreAppRotation
50435,Y29tLnBsYXllci5vb3R2bw==,ignoreAppRotation
50436,Y29tLmhlYi5teWhlYg==,ignoreAppRotation
50437,Y29tLnNnbi5wYW5kYXBvcC5ncA==,ignoreAppRotation
50438,YWkucmVwbGlrYS5hcHA=,ignoreAppRotation
50439,Y29tLnBsYXlzdHVkaW9zLm15dmVnYXMuYmluZ28=,ignoreAppRotation
50440,Y29tLm9wZXJhLmFwcC5uZXdzLnVz,ignoreAppRotation
50441,Y29tLnNjaGlic3RlZC5ib21uZWdvY2lvLmFuZHJvaWRBcHA=,ignoreAppRotation
50442,Y29tLm51LnByb2R1Y3Rpb24=,ignoreAppRotation
50443,YnIuY29tLmdhYmJhLkNhaXhh,ignoreAppRotation
50444,Y29tLmIydy5hbWVyaWNhbmFz,ignoreAppRotation
50445,Y29tLnBpY3BheQ==,ignoreAppRotation
50446,Y29tLm1lcmNhZG9wYWdvLndhbGxldA==,ignoreAppRotation
50447,YnIuY29tLmRhZml0aQ==,ignoreAppRotation
50448,YnIuY29tLmxvamFzcmVubmVy,ignoreAppRotation
50449,Y29tLmludGVsYnJhcy5pc2ljbGl0ZQ==,ignoreAppRotation
50450,YnIuY29tLmVuam9laS5hcHA=,ignoreAppRotation
50451,YnIuY29tLm1vYml0cy5jYXJ0b2xhZmM=,ignoreAppRotation
50452,Y29tLmhvdG1hcnQuc3BhcmtsZQ==,ignoreAppRotation
50453,YnIuY29tLm5ldHNob2VzLmFwcA==,ignoreAppRotation
50454,Y29tLmZhY2lseQ==,ignoreAppRotation
50455,YnIuY29tLnNlcmFzYWV4cGVyaWFuLmNvbnN1bWlkb3I=,ignoreAppRotation
50456,YnIuY29tLnhwLmNhcnRlaXJh,ignoreAppRotation
50457,YnIuY29tLmJhbmNvcGFuLmNhcnRvZXM=,ignoreAppRotation
50458,YnIuY29tLnRlbGVjaW5lcGxheS5hbmRyb2lk,ignoreAppRotation
50459,YnIuY29tLnNiZi5jZW50YXVybw==,ignoreAppRotation
50460,Y29tLm1jZG8ubWNkb25hbGRz,ignoreAppRotation
50461,YnIuY29tLnVvbC5iYXRlcGFwbw==,ignoreAppRotation
50462,YnIuY29tLnBvcnRvc2VndXJvLmV4cGVyaWVuY2lhY2xpZW50ZS5tdW5kb3BvcnRv,ignoreAppRotation
50463,YnIuZ292LmRhdGFzdXMuY25zZGlnaXRhbA==,ignoreAppRotation
50464,Y29tLmlxb3B0aW9u,ignoreAppRotation
50465,YnIuY29tLmJyYWRlc2NvLm5ldGVtcHJlc2E=,ignoreAppRotation
50466,YnIuY29tLm51dHJvci5hcHA=,ignoreAppRotation
50467,Y29tLnNjb3JlczM2NQ==,ignoreAppRotation
50468,YnIuY29tLm5lb24=,ignoreAppRotation
50469,YnIuY29tLm1hcmlzYS5hbmRyb2lk,ignoreAppRotation
50470,Y29tLnpvb20uem9vbWFuZHJvaWQ=,ignoreAppRotation
50471,YnIuY29tLnphdHRpbmk=,ignoreAppRotation
50472,Y29tLmdsb2JvLmdlLmFwcA==,ignoreAppRotation
50473,YnIuY29tLnNpY3JlZGltb2JpLnNtYXJ0,ignoreAppRotation
50474,YnIuY29tLmNhcnJlZm91ci5jYXJ0YW9jYXJyZWZvdXI=,ignoreAppRotation
50475,Y29tLnZhbnVhdHUuYWlxZm9tZQ==,ignoreAppRotation
50476,Y29tLmNyZWRpY2FyZC5hcHA=,ignoreAppRotation
50477,Y29tLm5vdmFwb250b2NvbS5leHRyYQ==,ignoreAppRotation
50478,YnIuY29tLnF1aW50b2FuZGFyLmlucXVpbGlub3M=,ignoreAppRotation
50479,YnIuY29tLmFtaWwuYmVuZWZpY2lhcmlvcw==,ignoreAppRotation
50480,Y29tLmhvcm5ldC5hbmRyb2lk,ignoreAppRotation
50481,YnIuY29tLnphcC5pbW92ZWlz,ignoreAppRotation
50482,Y29tLnByb2plY3Qudml2YXJlYWw=,ignoreAppRotation
50483,cGwucHJhY3VqLmFuZHJvaWQuam9ic2VhcmNoZXI=,ignoreAppRotation
50484,Y29tLnNreWNhc2guYmV0YQ==,ignoreAppRotation
50485,cGwubmFzay5tb2J5d2F0ZWw=,ignoreAppRotation
50486,Y29tLmRtLnRpbWJlcg==,ignoreAppRotation
50487,Y29tLnBsYXkucGxheTI0bQ==,ignoreAppRotation
50488,cGwubmVwdGlzLnlhbm9zaWsubW9iaS5hbmRyb2lk,ignoreAppRotation
50489,Y29tLmNpdHluYXYuamFrZG9qYWRlLnBsLmFuZHJvaWQ=,ignoreAppRotation
50490,Y29tLmVtcGlrLmVtcGlrZ28=,ignoreAppRotation
50491,cGwuaW5wb3N0LmlubW9iaWxl,ignoreAppRotation
50492,cGwudmludGVk,ignoreAppRotation
50493,cGwubGlicnVzLnN5bmVyZ2lhRHJ1Mg==,ignoreAppRotation
50494,cGwuc29kZXhvLmRsYWNpZWJpZTIuYXBw,ignoreAppRotation
50495,cGwucHJlc3NwdWJsaWNhLnJ6ZWN6cG9zcG9saXRh,ignoreAppRotation
50496,cGwucmFzcC5uZXdzd2Vlaw==,ignoreAppRotation
50497,cGwuc3BvcnQubGl2ZQ==,ignoreAppRotation
50498,cGwub25ldC5mb3JiZXM=,ignoreAppRotation
50499,Y29tLmxpZGwuZWNpLmxpZGxwbHVz,ignoreAppRotation
50500,Y29tLmtmY19wb2xza2E=,ignoreAppRotation
50501,cGwuYmllZHJvbmth,ignoreAppRotation
50502,cGwuY2FycmVmb3VyLmNhcnJlZm91cm1vYmlsZQ==,ignoreAppRotation
50503,Y29tLmV1cm9jYXNoLmRlbGlrYXRlc3ljZW50cnVt,ignoreAppRotation
50504,cGwubGV3aWF0YW4ubW9qbGV3aWF0YW4=,ignoreAppRotation
50505,cGwuaGViZS5hcHA=,ignoreAppRotation
50506,cGwuY29tLnJvc3NtYW5uLmNlbnRhdXJvcw==,ignoreAppRotation
50507,cGwudG9wYXoyNC5Ub3Bheg==,ignoreAppRotation
50508,cGwub3JsZW4udml0YXk=,ignoreAppRotation
50509,cGwub3JhbmdlLm1vamVvcmFuZ2U=,ignoreAppRotation
50510,Y29tLmVtcGlrLmVtcGlrYXBw,ignoreAppRotation
50511,Y29tLnZvZ3VlLnBvbHNrYQ==,ignoreAppRotation
50512,cGwuaXRha2EuaXRha2E=,ignoreAppRotation
50513,Y29tLnNvZnRoaXMudHVp,ignoreAppRotation
50514,cGwuZmFrdDI0,ignoreAppRotation
50515,cGwuci5wbGFuZXI=,ignoreAppRotation
50516,ZGUuemFsYW5kby5tb2JpbGU=,ignoreAppRotation
50517,ZGsuZHNnLm5ldHRv,ignoreAppRotation
50518,Y29tLmJldGNsaWNfbGl2ZS5wbA==,ignoreAppRotation
50519,ZXUuY2NjLm1vYmlsZQ==,ignoreAppRotation
50520,Y29tLm1lYy5sZXJveQ==,ignoreAppRotation
